檢體名稱,餐廳名稱,抽驗地點,檢驗結果,不符合規定原因,來源年份,來源縣市,經度,緯度
芥藍菜(中),開泰豐國際股份有限公司(台北文華東方酒店)/臺北市松山區店家,開泰豐國際股份有限公司(台北文華東方酒店)/臺北市松山區敦化北路158號,不合格,"殺菌劑Dimethomorph 達滅芬3.9ppm(標準：2.5ppm以下) 
殺蟲劑Profenophos 佈飛松3.8ppm(標準：1.0ppm以下) ",111,台北市,121.5481485,25.0557416
白蘿蔔SA3,白蘿,蔬菜攤/臺北市大同區錦西街38巷18號前,不合格,"殺蟲劑Cypermethrin 賽滅寧0.02ppm(標準：0.01ppm以下) 
殺蟲劑Fipronil-sulfone芬普尼代謝物0.002ppm(標準：0.001ppm以下)",111,台北市,121.520313,25.059675
特選百香果,樂樂水果/臺北市內湖區店家,樂樂水果/臺北市內湖區成功路4段20巷6號,不合格,殺蟲劑Cyromazine 賽滅淨0.15ppm(標準：不得檢出) ,111,台北市,121.5910271,25.0817943
絲瓜,白毫素食天地/臺北市士林區店家,白毫素食天地/臺北市士林區天母西路13巷10號1樓,不合格,殺菌劑Tebuconazole 得克利0.09ppm(標準：0.01ppm以下) ,111,台北市,121.5284493,25.1189015
大陸妹,好鍋有限公司/臺北市士林區店家,好鍋有限公司/臺北市士林區天母西路43號1樓/28743731,不合格,殺菌劑Propiconazole 普克利0.08ppm(標準：0.01ppm以下) ,111,台北市,121.5271668,25.1186067
茼蒿,無市招攤販-施O樺(承銷號：0615)/臺北市店家,無市招攤販-施O樺(承銷號：0615)/臺北市松山區南京東路5段291巷跟健康路400號之巷口,不合格,殺蟲劑Chlorpyrifos 陶斯松0.08ppm(標準：0.01ppm以下) ,111,台北市,121.5661087,25.0541291
水洗白蘿蔔,家福股份有限公司台北桂林分公司(家樂福桂林店)/臺北市萬華區店家,家福股份有限公司台北桂林分公司(家樂福桂林店)/臺北市萬華區桂林路1號1-4樓,不合格,殺蟲劑Fipronil 芬普尼0.001ppm、Fipronil-sulfone芬普尼代謝物0.004ppm(標準：0.001ppm以下) ,111,台北市,121.5058635,25.03789
蘿美生菜-進口,好膳企業股份有限公司(MIOPANE)/臺北市士林區店家,好膳企業股份有限公司(MIOPANE)/臺北市士林區天母東路43巷3號,不合格,殺菌劑Propiconazole 普克利0.03ppm(標準：0.01ppm以下) ,111,台北市,121.434423,25.0244993
香菜,遠百企業股份有限公司忠孝分公司(愛買)/臺北市信義區店家,遠百企業股份有限公司忠孝分公司(愛買)/臺北市信義區忠孝東路5段297號地下1.2.3樓,不合格,殺蟲劑Chlorpyrifos陶斯松0.02ppm（標準：0.01ppm以下）,111,台北市,121.5733669,25.0411189
青江白菜,遠東都會股份有限公司復興店(city super復興店)/臺北市大安區店家,遠東都會股份有限公司復興店(city super復興店)/臺北市大安區忠孝東路3段300號B3,不合格,殺蟲劑Chlorfenapyr 克凡派1.2ppm(標準：1.0ppm以下) ,111,台北市,121.5432417,25.0408932
良農綠豆(有效日期：20230801),家福股份有限公司台北桂林分公司(家樂福桂林店)/臺北市萬華區店家,家福股份有限公司台北桂林分公司(家樂福桂林店)/臺北市萬華區桂林路1號1-4樓,不合格,殺草劑Glyphosate嘉磷塞2.1ppm（標準：2.0ppm以下）,111,台北市,121.5058635,25.03789
碧苜素優視膠囊,佳祈健保藥局/臺北市北投區店家,佳祈健保藥局/臺北市北投區明德路144號,不合格,"DBP:1.4ppm
(指標值:0.6ppm)
",111,台北市,121.520757,25.110445
苦茶油,惠康百貨股份有限公司(Mia C'bon 臺北寶慶店)/臺北市中正區店家,惠康百貨股份有限公司(Mia C'bon 臺北寶慶店)/臺北市中正區寶慶路32號B1,不合格,"DEHP:6ppm
(指標值:3ppm)",111,台北市,121.5090412,25.0416016
【達摩本草】90% Omega-3 專利深海魚油膠囊,臺灣屈臣氏個人用品商店股份有限公司寧波分公司/臺北市中正區店家,臺灣屈臣氏個人用品商店股份有限公司寧波分公司/臺北市中正區寧波西街46號1、2樓,不合格," DINP:24ppm
 (指標值:9ppm)",111,台北市,121.5179271,25.0308163
白木耳,白木,旭日昇雜糧行/臺北市內湖區內湖路1段285巷65弄15號1樓,不合格,"殺蟲劑Methomyl納乃得0.08ppm（標準：不得檢出）
生長調節劑Chlormequat克美素0.29ppm（標準：不得檢出）",111,台北市,121.5676517,25.0844398
白木耳(有效日期：1140905)(原產地:中國),白木,偉順蔘藥行/臺北市信義區吳興街202號1樓,不合格,"殺蟎劑Propargite毆蟎多0.07ppm（標準：不得檢出）
生長調節劑Chlormequat克美素0.26ppm（標準：不得檢出）
外包裝標示外包裝標示「通過SGS檢驗無農藥殘留」、「安心使用」等字樣",111,台北市,121.5626891,25.0281065
白木耳(調理用)(有效日期：20230821)(原產地:中國),白木,全聯實業股份有限公司士林中正分公司(全聯福利中心)/臺北市士林區中正路115號1樓,不合格,生長調節劑Chlormequat 克美素0.37ppm(標準：不得檢出) ,111,台北市,121.529031,25.0957715
白大花級合格乾銀耳（DRIED JELLY FUNGI）（雪耳）（產地：中國）,合泰雜糧行/臺北市萬華區店家,合泰雜糧行/臺北市萬華區和平西路3段202號1樓,不合格,生長調節劑Chlormequat克美素0.31ppm（標準：不得檢出），另外箱標示「合格」字樣,111,台北市,121.4970443,25.03519
白木耳,白木,宏德雜糧行/臺北市大安區安居街117號1樓,不合格,生長調節劑Chlormequat 克美素0.29ppm(標準：不得檢出) ,111,台北市,121.5520752,25.018356
白木耳(有效日期：20231011)（產地：中國）,白木,全聯實業股份有限公司士林中正分公司(全聯福利中心)/臺北市士林區中正路115號1樓,不合格,生長調節劑Chlormequat 克美素0.26ppm(標準：不得檢出) ,111,台北市,121.529031,25.0957715
白木耳（產地：中國）,白木,無市招業者/臺北市萬華區富民路145巷44號,不合格,生長調節劑Chlormequat 克美素0.18ppm(標準：不得檢出) ,111,台北市,121.5010365,25.0188622
竹笙,竹笙,上海鄉村股份有限公司濟南分公司/臺北市中正區濟南路2段37號1樓及37之1號1樓,不合格,"殺蟲劑Dinotefuran達特南0.18ppm（標準：不得檢出）
殺菌劑Propiconazole普克利0.09ppm（標準：0.05ppm以下）",111,台北市,121.5297456,25.0408708
特級竹笙(有效日期：20230720)（產地：中國）,特級,京老滿餐飲股份有限公司(餡老滿)/臺北市內湖區成功路4段188號2樓,不合格,"殺蟲劑Fipronil芬普尼0.015ppm(標準:0.002ppm以下)
殺蟲劑Propoxur安丹2.70ppm(標準:0.05ppm以下)",111,台北市,121.5941665,25.0842145
竹笙,竹笙,麗庭莊園有限公司(88號樂章婚宴會館)/臺北市內湖區民善街88號5樓,不合格,殺蟲劑Fipronil 芬普尼0.042ppm(標準：0.002ppm以下) ,111,台北市,121.5751745,25.0603164
竹笙（產地：中國）,竹笙,元忠商店/臺北市文山區集英街30號,不合格,重金屬鎘5mg/kg（標準：2mg/kg以下）,111,台北市,121.569349,24.988347
竹笙（有效日期：20231024）（產地：中國）,竹笙,全向雜糧商行/臺北市內湖區五分街51號,不合格,重金屬鎘5mg/kg（標準：2mg/kg以下）,111,台北市,121.6145553,25.067541
巴西蘑菇（有效日期：20231009）（產地：中國）,國裕開發股份有限公司（台北凱撤大飯店王朝餐廳)/臺北市中正區店家,國裕開發股份有限公司（台北凱撤大飯店王朝餐廳)/臺北市中正區忠孝西路1段38號3樓,不合格,重金屬鎘18mg/kg（標準：2mg/kg以下）,111,台北市,121.5192071,25.0626318
巴西蘑菇,有哆創意蔬食洋食館有限公司(有哆創意蔬食洋食館)/臺北市松山區店家,有哆創意蔬食洋食館有限公司(有哆創意蔬食洋食館)/臺北市松山區南京東路5段33號,不合格,重金屬鎘4mg/kg（標準：2mg/kg以下）,111,台北市,121.5574266,25.0518277
黃日香沙茶豆乾（有效日期：20230209）,正祥食品行(黃日香股份有限公司)/臺北市萬華區店家,正祥食品行(黃日香股份有限公司)/臺北市萬華區中華路2段66號1樓/實際抽驗地為64號）,不合格,防腐劑己二烯酸2.4g/kg（標準：2.0g/kg以下）,111,台北市,121.5045361,25.032266
黃日香休閒片（有效日期：20230216）,正祥食品行(黃日香股份有限公司)/臺北市萬華區店家,正祥食品行(黃日香股份有限公司)/臺北市萬華區中華路2段66號1樓/實際抽驗地為64號）,不合格,防腐劑己二烯酸2.1g/kg（標準：2.0g/kg以下）,111,台北市,121.5045361,25.032266
有機乾姬松茸（有效日期：20230810）,有限責任台灣主婦聯盟生活消費合作社/臺北市士林區店家,有限責任台灣主婦聯盟生活消費合作社/臺北市士林區福志路50號,不合格,檢出重金屬鉛及鎘分別為0.3mg/kg，惟外包裝標示「無重金屬殘留」字樣,111,台北市,121.5305131,25.0990811
"醃漬烏梨
(進貨日期2022/11/3)",菓之鄉水果專賣店/臺北市南港區店家,菓之鄉水果專賣店/臺北市南港區同德路60號,不合格,"己二烯酸0.76 g/kg(標準：不得檢出)
醋磺內酯鉀0.09 g/kg(標準：不得檢出)
環己基(代)磺醯胺酸鹽0.58 g/kg(標準：不得檢出)
糖精0.08g/kg(標準：不得檢出)",111,台北市,121.584972,25.045464
"黃金酸白菜
(2023/4/28 )",黃金,元順商行 (小石鍋北投石牌店)/臺北市北投區石牌路1段166巷97號1樓,不合格,"二氧化硫0.09 g/kg(漂白劑標準：0.030 g/kg以下)
標示添加物：偏亞硫酸鈉(抗氧化劑)(標準：不得檢出) ",111,台北市,121.5152267,25.112294
"酸菜
(2023/9/8 )",酸菜,臺北市第二果菜批發市場第18-16攤葉爾旺(蔬菜承銷人2154)/臺北市中山區民族東路336號,不合格,"苯甲酸1.33g/kg(標準：0.6 g/kg)
二氧化硫0.06g/kg(標準：0.030 g/kg以下) ",111,台北市,121.5373211,25.067861
"酸菜葉
(進貨日期2022/10/31)",酸菜,臺北市第二果菜批發市場第18-16攤葉爾旺(蔬菜承銷人2154)/臺北市中山區民族東路336號,不合格,"苯甲酸1.17 g/kg(標準：0.6 g/kg)
二氧化硫0.48 g/kg(標準：0.030 g/kg以下) ",111,台北市,121.5373211,25.067861
"碳燻清甘化應子
(2023/8/2)",巧群企業有限公司/臺北市南港區店家,巧群企業有限公司/臺北市南港區永吉路601號,不合格,"1.檢出蔗糖素0.58 g/kg，內容
   物未標示。
2.內容物標示「糖精鈉鹽」及
  「環己基(代)磺醯胺酸鈉」
   ，檢驗結果未檢出。",111,台北市,121.5823042,25.0454968
"法式肩羊排
(進貨日期2022/11/12)",法式,大王軍糰早午餐店(Jans Arabian Bistro 中東人的私房菜)/臺北市士林區忠義街117-3號1樓,不合格,未有中文標示,111,台北市,121.5327883,25.1074578
"帶筋牛肉丸
(未標示有效日期)",黎凡特國際企業行/臺北市中山區店家,黎凡特國際企業行/臺北市中山區遼寧街209巷25號,不合格,"1.產品無完整中文標示
2.動物性成分檢出牛雞成分，惟僅標示牛成分",111,台北市,121.542935,25.0550935
"雞肉水餃
(未標示有效日期)",雞肉,黎凡特國際企業行/臺北市中山區遼寧街209巷25號,不合格,產品無完整中文標示,111,台北市,121.542935,25.0550935
大豆調理製品 干貝柱,阿玉素食(B136北投阿玉素食)/臺北市北投區店家,阿玉素食(B136北投阿玉素食)/臺北市北投區磺港路33號(北投中繼市場),不合格,檢出動物性成分陽性(魚),111,台北市,121.5036057,25.1323237
金棗,旺旺水果行(龍江水果行)/臺北市中山區店家,旺旺水果行(龍江水果行)/臺北市中山區龍江路189號,不合格,"殺蟲劑Chlorpyrifos	陶斯松0.03ppm(標準：0.01ppm以下)	
殺菌劑Famoxadone	凡殺同0.68ppm(標準：0.01ppm以下)	
殺蟲劑Fenvalerate	芬化利2.8ppm(標準：2.0ppm以下)		",113,台北市,121.5407159,25.055778
九層塔(羅勒),龍來餐飲有限公司(儂來美食)/臺北市中山區店家,龍來餐飲有限公司(儂來美食)/臺北市中山區民生東路2段147巷11弄2-1號,不合格,"殺菌劑Boscalid	白克列21.87ppm(標準：0.01ppm以下)	
殺菌劑Procymidone	撲滅寧10.3ppm(標準：5.0ppm以下)	",113,台北市,121.5427093,25.0792018
大湖草莓,一級鮮果商行/臺北市大安區店家,一級鮮果商行/臺北市大安區仁愛路4段408號,不合格,"殺蟲劑Methomyl	納乃得3.1ppm(標準：2.0ppm以下)	
殺菌劑Pyraclostrobin	百克敏1.4ppm(標準0.5ppm以下)	",113,台北市,121.5568023,25.037409
芥菜(包心芥菜),無市招菜攤(陳O宏)/臺北市店家,無市招菜攤(陳O宏)/臺北市松山區八德路3段74巷3弄22號,不合格,"殺蟲劑Cypermethrin	賽滅寧1.6ppm(標準：1.0ppm以下)	
殺蟲劑Dinotefuran	達特南4.6ppm(標準：2.0ppm以下)	",113,台北市,121.5530763,25.0475893
日本福岡草莓,微風超市股份有限公司(Breeze Super)/臺北市店家,微風超市股份有限公司(Breeze Super)/臺北市松山區南京東路3段337號2樓,不合格,殺蟲劑Flonicamid	氟尼胺0.22ppm(標準：0.01ppm以下)	,113,台北市,121.5575367,25.0517504
結球白菜,全聯實業股份有限公司天母天玉分公司/臺北市士林區店家,全聯實業股份有限公司天母天玉分公司/臺北市士林區天母西路3號地下,不合格,殺蟲劑Pyriproxyfen	百利普芬0.08ppm(標準：0.01ppm以下)	,113,台北市,121.529675,25.11898
刈菜(包心芥菜),臺北市第二果菜批發市店家,臺北市第二果菜批發市場18-09號攤/臺北市中山區民族東路336號,不合格,殺菌劑Flutolanil	福多寧0.05ppm(標準：0.01ppm以下)	,113,台北市,121.5371787,25.06741
日本熊本草莓,阿一蔬果有限公司/臺北市南港區店家,阿一蔬果有限公司/臺北市南港區忠孝東路6段85號,不合格,殺蟲劑Flonicamid	氟尼胺0.04ppm(標準：0.01ppm以下)	,113,台北市,121.5846872,25.0481837
日本MOMO草莓,梅林水果行/臺北市中正區店家,梅林水果行/臺北市中正區開封街1段81、83號1樓,不合格,殺蟲劑Flonicamid	氟尼胺0.03ppm(標準：0.01ppm以下)	,113,台北市,121.5146126,25.0460573
芥蘭花,天香/臺北市松山區店家,天香/臺北市松山區八德路3段76號中崙市場第24號攤,不合格,殺蟲劑Emamectin benzoate	因滅汀0.12ppm(標準：0.05ppm以下)	,113,台北市,121.5526422,25.0477374
茼蒿,林O省(蔬菜承銷人3067)/臺北市萬華區店家,林O省(蔬菜承銷人3067)/臺北市萬華區萬大路533號(第一果菜批發市場地號1610),不合格,殺菌劑Difenoconazole	待克利2.1ppm(標準：1.0ppm以下)	,113,台北市,121.497064,25.017135
茼蒿,錢儷小吃店(錢都日式涮涮鍋)/臺北市士林區店家,錢儷小吃店(錢都日式涮涮鍋)/臺北市士林區福國路71號1樓,不合格,殺菌劑Chlorothalonil四氯異苯腈4.1ppm(標準：2.0ppm以下)	,113,台北市,121.5231745,25.1017102
茼蒿,三商家購股份有限公司大安樂業門市(美廉社)/臺北市店家,三商家購股份有限公司大安樂業門市(美廉社)/臺北市大安區樂業街141號,不合格,殺菌劑Chlorothalonil	四氯異苯腈3.9ppm(標準：2.0ppm以下)	,113,台北市,121.5533474,25.0199751
青江菜,鼎王國際餐飲股份有限公司無老台北中華分公司(無老鍋西門町店)/臺北市中正區店家,鼎王國際餐飲股份有限公司無老台北中華分公司(無老鍋西門町店)/臺北市中正區中華路1段55號2樓,不合格,殺蟲劑Tolfenpyrad	脫芬瑞0.9ppm(標準：0.5ppm以下)	,113,台北市,121.5101649,25.0474822
大湖草莓,旺旺水果行（龍江水果行）/臺北市中山區店家,旺旺水果行（龍江水果行）/臺北市中山區龍江路189號,不合格,殺菌劑Fludioxonil	護汰寧2.2ppm(標準：2.0ppm以下)	,113,台北市,121.5407159,25.055778
細粉紅辣椒,遠百企業股份有限公司景美分公司/臺北市文山區店家,遠百企業股份有限公司景美分公司/臺北市文山區景中街30巷12號1.2樓,不合格,"克美素-0.08ppm
(標準：不得檢出)",113,台北市,121.5422633,24.9921961
豆干碎丁,豆干,阿泓潤餅/臺北市信義區吳興街189號,不合格,苯甲酸1.25g/kg(標準：0.6g/kg以下),113,台北市,121.5625397,25.0285459
花生粉,花生,豪棧小吃店/臺北市內湖區內湖路1段285巷59弄1號,不合格,總黃麴毒素30.8ug/kg(標準：4ug/kg以下)、黃麴毒素B1 25.2ug/kg (標準：2ug/kg以下),113,台北市,121.575196,25.0800142
豆干絲,豆干,麗山市場第70攤/臺北市內湖區內湖路1段737巷50弄6號	,不合格,苯甲酸1.3g/kg(標準：0.6g/kg以下),113,台北市,121.5683655,25.0823089
烏骨雞,新東南海鮮餐廳松山館/臺北市松山區店家,新東南海鮮餐廳松山館/臺北市松山區八德路4段656號1樓、2樓,不合格,"三甲氧芐氨嘧啶(trimethoprim): 0.1ppm
（標準：0.05ppm）",113,台北市,121.5755806,25.0498562
烏骨雞,武昌市場-無市店家,武昌市場-無市招攤販/臺北市松山區南京東路5段59巷27弄27號,不合格,"三甲氧芐氨嘧啶(trimethoprim): 0.1ppm
（標準：0.05ppm）",113,台北市,121.5600558,25.0525998
烏骨雞,環南市場家禽區店家,環南市場家禽區-健業生鮮肉品(13號攤)/臺北市萬華區環河南路二段245號 - 家禽區13號攤,不合格,"三甲氧芐氨嘧啶(trimethoprim): 0.09ppm
（標準：0.05ppm）",113,台北市,121.4897587,25.0286603
雞胗,南門市場-光揚家禽畜產(7.8號攤)/臺北市店家,南門市場-光揚家禽畜產(7.8號攤)/臺北市中正區羅斯福路一段8號B103-06,不合格,"脫氧羥四環黴素(Doxycycline): 0.4ppm
（標準：0.3 ppm）",113,台北市,121.5180034,25.0324803
雞胗,永春市場65號攤-專售花東的雞/臺北市店家,永春市場65號攤-專售花東的雞/臺北市信義區松山路294號,不合格,"脫氧羥四環黴素(Doxycycline): 0.8ppm
（標準：0.3 ppm）",113,台北市,121.5774477,25.0431291
心樸冷藏鮮雞蛋(白蛋),三商家購股份有限公司(美廉社萬華雙園店)/臺北市萬華區店家,三商家購股份有限公司(美廉社萬華雙園店)/臺北市萬華區雙園街13號1樓,不合格,"乃卡巴精(nicarbazin):
0.016 ppm
(標準:不得檢出)",113,台北市,121.4951281,25.0291648
紅蛋,有利蛋行/臺北市中山區店家,有利蛋行/臺北市中山區新生北路3段11巷49號,不合格,"甲磺氯黴素(Thiamphenicol):
0.005 ppm(標準:不得檢出)
氟滅菌(flumequine):
0.07 ppm(標準:不得檢出)",113,台北市,121.5294756,25.0636574
日清葡萄籽油,微風超市股份有限公司(Breeze Super)/臺北市店家,微風超市股份有限公司(Breeze Super)/臺北市信義區松智路17號B1F,不合格,檢出反式脂肪酸甲基酯(15項) 0.88 g/100 mL，惟案內產品外包裝營養標示每份(10毫升)反式脂肪含量為「0」，標示不實。,113,台北市,121.5661991,25.0345019
薰衣草,湘帝蔘茸有限公司/臺北市大同區店家,湘帝蔘茸有限公司/臺北市大同區迪化街1段58號1樓	,不合格,"殺蟲劑Acetamiprid	亞滅培
0.21ppm(標準：0.05ppm以下)	",113,台北市,121.50998,25.0552712
蝶豆花,閤家生活開發有限公司民權店(8% ice CAFÉ)/臺北市中山區店家,閤家生活開發有限公司民權店(8% ice CAFÉ)/臺北市中山區民權東路1段79號1樓,不合格,"殺菌劑Carbendazim	貝芬替
0.21ppm(標準：0.05ppm以下)	
殺蟲劑Cypermethrin	賽滅寧
0.21ppm(標準：0.03ppm以下)	
殺蟲劑Fipronil	芬普尼
0.006ppm(標準：0.002ppm以下)	
殺蟲劑Imidacloprid	益達胺
0.29ppm(標準：0.05ppm以下)	
殺菌劑Isoprothiolane	亞賜圃
0.18ppm(標準：0.05ppm以下)	",113,台北市,121.539393,25.0628576
粉紅玫瑰,牙口義大利麵館/臺北市北投區店家,牙口義大利麵館/臺北市北投區大興街9巷45號,不合格,"殺蟲劑Phosalone裕必松 
0.19 pm（標準：不得檢出）",113,台北市,121.4971597,25.1309108
乾燥蝶豆花20G,棋軒實業有限公司(棋美點心屋)/臺北市大安區店家,棋軒實業有限公司(棋美點心屋)/臺北市大安區復興南路2段292號,不合格,"殺蟲劑Cypermethrin	賽滅寧
0.11ppm(標準：0.03ppm以下)",113,台北市,121.5432403,25.0239169
大馬士革玫瑰花茶,運立國際有限公司/臺北市內湖區店家,運立國際有限公司/臺北市內湖區基湖路35巷16號4樓,不合格,"殺蟲劑Cypermethrin	賽滅寧
0.04ppm(標準：0.03ppm以下)	
殺蟲劑Deltamethrin	第滅寧
0.04ppm(標準：0.03ppm以下)
殺菌劑Tebuconazole	得克利
0.72ppm(標準：0.05ppm以下)	",113,台北市,121.5663037,25.0792719
紫玫瑰花,燒杯咖啡餐坊(燒杯咖啡藝廚)/臺北市萬華區店家,燒杯咖啡餐坊(燒杯咖啡藝廚)/臺北市萬華區西園路1段240號1樓,不合格,"殺蟲劑Omethoate	歐滅松
0.07ppm(標準：不得檢出)	",113,台北市,121.5000823,25.0399013
蝶豆花,象泰泰手工泰式奶茶店(象泰泰)/臺北市萬華區店家,象泰泰手工泰式奶茶店(象泰泰)/臺北市萬華區武昌街2段100號1樓,不合格,"殺蟲劑Bifenthrin	畢芬寧
0.07ppm(標準：0.03ppm以下)
殺蟲劑Cypermethrin	賽滅寧
0.06ppm(標準：0.03ppm以下)
殺蟲劑Fipronil	芬普尼
0.003ppm(標準：0.002ppm以下)	
殺蟲劑Triazophos	三落松
0.08ppm(標準：0.05ppm以下)	",113,台北市,121.505515,25.0450015
洋甘菊花茶,非凡品樂有限公司(HERITAGE)/臺北市中正區店家,非凡品樂有限公司(HERITAGE)/臺北市中正區漢口街1段73之2號1樓,不合格,"
殺菌劑Triadimenol	三泰隆
0.27ppm(標準：0.05ppm以下)	",113,台北市,121.5146888,25.0452642
蝶豆花,伍五伍商行(泰讚了thai like tea市民店)/臺北市店家,伍五伍商行(泰讚了thai like tea市民店)/臺北市松山區市民大道5段37號,不合格,殺蟲劑Cypermethrin	賽滅寧0.04ppm(標準：0.03ppm以下)	,113,台北市,121.5597737,25.0461301
義大利芹菜(歐芹)(巴西利),3446何O獅/臺北市萬華區店家,3446何O獅/臺北市萬華區萬大路533號地號930,不合格,"殺蟲劑Acetamiprid	亞滅培0.37ppm(標準：0.01ppm以下)	
殺菌劑Dimethomorph	達滅芬0.62ppm(標準：0.01ppm以下)	
殺蟲劑Dinotefuran	達特南0.03ppm(標準：不得檢出)	
殺蟲劑Methomyl	納乃得2.28ppm(標準：不得檢出)	
殺菌劑Pyraclostrobin	百克敏0.12ppm(標準：0.01ppm以下)	
殺蟲劑Thiodicarb	硫敵克0.03ppm(標準：0.01ppm以下)	",113,台北市,121.4984156,25.0185059
香菜(芫荽),陳O明（臺北市中山區店家,陳O明（臺北市中山區民族東路410巷55號門口前/榮濱市場路邊攤）,不合格,"殺菌劑Dimethomorph	達滅芬0.02ppm(標準：0.01ppm以下)	
殺菌劑Propamocarb hydrochloride	普拔克0.21ppm(標準：0.01ppm以下)	
殺蟲劑Terbufos	托福松0.05ppm(標準：不得檢出)",113,台北市,121.5383762,25.0651309
青菜豆(豇豆),天寶小吃店(全國健康素食)/臺北市士林區店家,天寶小吃店(全國健康素食)/臺北市士林區天母西路32號,不合格,"殺蟎劑Formetanate	覆滅蟎0.40ppm(標準：不得檢出)	
殺蟲劑Thiamethoxam	賽速安0.04ppm(標準：0.02ppm以下)	",113,台北市,121.5292029,25.1189305
韭菜花,大地美饌有限公司(KiKi餐廳)/臺北市信義區店家,大地美饌有限公司(KiKi餐廳)/臺北市信義區松壽路12號6樓,不合格,"殺菌劑Cyproconazole	環克座0.3ppm(標準：0.2ppm以下)	
殺蟎劑Spirodiclofen	賜派芬0.81ppm(標準：0.01ppm以下)	",113,台北市,121.5660703,25.0354713
白蘿蔔5A3,白蘿,吳O玲/臺北市中山區民族東路410巷2弄10號前榮濱市場路邊攤	,不合格,"殺蟲劑Dinotefuran	達特南0.17ppm(標準：0.05ppm以下)	
殺蟲劑Malathion	馬拉松0.02ppm(標準：0.01ppm以下)	",113,台北市,121.537744,25.0667309
日本熊本草莓(2入/箱),未知店家,新鮮屋（https://www.fresco.casa）,不合格,殺蟎劑Acrinathrin 阿納寧0.01 ppm（標準：不得檢出）,113,台北市,121.537286,25.024377
九層塔(羅勒),天寶小吃店(全國健康素食)/臺北市士林區店家,天寶小吃店(全國健康素食)/臺北市士林區天母西路32號,不合格,殺蟲劑Chlorpyrifos	陶斯松0.28ppm(標準：0.01ppm以下)	,113,台北市,121.5292029,25.1189305
青蔥粉蔥,無市招菜攤（邵O祥/臺北市店家,無市招菜攤（邵O祥/臺北市信義區虎林街122號）,不合格,殺蟎劑Spirodiclofen	賜派芬0.08ppm(標準：0.01ppm以下)	,113,台北市,121.5767547,25.0419683
白花椰菜,3232林O梅/臺北市萬華區店家,3232林O梅/臺北市萬華區萬大路533號地號216,不合格,殺蟲劑Emamectin benzoate	因滅汀0.34ppm(標準：0.05ppm以下)	,113,台北市,121.4984156,25.0185059
青蔥,3576陳O利/臺北市萬華區店家,3576陳O利/臺北市萬華區萬大路533號地號327,不合格,殺草劑Oxadiazon	樂滅草0.03ppm(標準：0.01ppm以下)	,113,台北市,121.4984156,25.0185059
大芥菜,無市招菜攤(邵O祥)/臺北市店家,無市招菜攤(邵O祥)/臺北市信義區虎林街122號,不合格,殺蟲劑Diflubenzuron二福隆2.4 ppm（標準：1.0 ppm以下）,113,台北市,121.5767547,25.0419683
九層塔(羅勒),欣盛小吃店(晴光精緻自助餐)/臺北市士林區店家,欣盛小吃店(晴光精緻自助餐)/臺北市士林區中正路363號,不合格,"殺菌劑Azoxystrobin	亞托敏1.2ppm(標準：1.0ppm以下)	
殺蟲劑Chlorpyrifos	陶斯松0.04ppm(標準：不得檢出)			
殺菌劑Cyazofamid	賽座滅0.04ppm(標準：0.01pm以下)	
殺草劑Oxadiazon	樂滅草0.02ppm(標準：0.01ppm以下)	",113,台北市,121.5220472,25.094227
九層塔(羅勒),全國食養創作全自助餐復興店(全國素食精緻全自助餐)/臺北市大安區店家,全國食養創作全自助餐復興店(全國素食精緻全自助餐)/臺北市大安區復興南路2段314號,不合格,"殺蟲劑Chlorpyrifos陶斯松0.45ppm(標準：不得檢出)
殺菌劑Cyazofamid	賽座滅0.03ppm(標準：0.01ppm以下)	
殺蟲劑Imidacloprid	益達胺1.2ppm(標準：1.0ppm以下)	",113,台北市,121.5431817,25.0234666
韭菜花,第一果菜批發市場王黃O彫/臺北市店家,第一果菜批發市場王黃O彫/臺北市萬華區萬大路533號地號410,不合格,"殺蟲劑3-羥基加保扶(3-OH Carbofuran)0.11ppm、加保扶(Carbofuran)0.41ppm、丁基加保扶(Carbosulfan)0.08ppm(標準：0.5ppm以下)
殺蟎劑Spirodiclofen	賜派芬0.02ppm(標準：0.01ppm以下)	
殺蟲劑	Tolfenpyrad	脫芬瑞0.20ppm(標準：0.01ppm以下)	",113,台北市,121.4984156,25.0185059
九層塔(羅勒),祥和小吃店(祥和蔬食精緻料理)/臺北市中正區店家,祥和小吃店(祥和蔬食精緻料理)/臺北市中正區鎮江街1巷1號,不合格,"殺草劑Ametryn草殺淨0.06ppm（ 標準： 不得檢出） 
殺菌劑Propamocarb hydrochloride普拔克13.9ppm（標準：10.0ppm以下）",113,台北市,121.5217918,25.0443616
朝天椒(辣椒),佰芸蔬菜行/臺北市松山區店家,佰芸蔬菜行/臺北市松山區八德路3段74巷3弄18號,不合格,"殺蟲劑Buprofezin布芬淨0.02ppm（標準：不得檢出）
殺菌劑Pyraclostrobin百克敏0.8ppm（標準：0.5ppm以下）",113,台北市,121.5529859,25.047606
